year_month,Country,AverageTemperature
1857-12,China,-6.122999999999998
1857-12,United States,-1.138
1858-01,China,-7.7799999999999985
1858-01,United States,-1.6700000000000004
1858-02,China,-5.114000000000001
1858-02,United States,-3.389
1858-03,China,0.7110000000000001
1858-03,United States,2.79
1858-04,China,8.311
1858-04,United States,7.782
1858-05,China,12.869000000000002
1858-05,United States,13.287
1858-06,China,17.118
1858-06,United States,18.995
1858-07,China,19.355
1858-07,United States,21.112
1858-08,China,18.221
1858-08,United States,19.787
1858-09,China,13.661
1858-09,United States,15.665
1858-10,China,7.098999999999998
1858-10,United States,8.946
1858-11,China,0.121
1858-11,United States,0.7330000000000001
1858-12,China,-7.603
1858-12,United States,-3.084
1859-01,China,-8.218
1859-01,United States,-4.056
1859-02,China,-5.759
1859-02,United States,-1.518
1859-03,China,1.1980000000000002
1859-03,United States,2.693
1859-04,China,8.828
1859-04,United States,6.471
1859-05,China,13.896
1859-05,United States,14.088
1859-06,China,17.472
1859-06,United States,18.836
1859-07,China,19.473
1859-07,United States,20.808000000000003
1859-08,China,18.432
1859-08,United States,19.616
1859-09,China,13.275
1859-09,United States,14.634
1859-10,China,7.019
1859-10,United States,7.811
1859-11,China,-0.371
1859-11,United States,2.337
1859-12,China,-6.823
1859-12,United States,-5.518
1860-01,China,-9.758
1860-01,United States,-3.784
1860-02,China,-5.915
1860-02,United States,-2.008
1860-03,China,-1.899
1860-03,United States,3.3120000000000003
1860-04,China,7.167999999999999
1860-04,United States,7.939
1860-05,China,12.469
1860-05,United States,13.918
1860-06,China,17.229
1860-06,United States,18.693
1860-07,China,19.237
1860-07,United States,21.548
1860-08,China,18.647
1860-08,United States,20.256
1860-09,China,14.458
1860-09,United States,15.433
1860-10,China,6.335
1860-10,United States,9.236
1860-11,China,-2.123
1860-11,United States,1.876
1860-12,China,-8.536
1860-12,United States,-3.448
1861-01,China,-11.228
1861-01,United States,-5.307
1861-02,China,-7.32
1861-02,United States,-1.211
1861-03,China,0.381
1861-03,United States,2.317
1861-04,China,7.928999999999999
1861-04,United States,8.307
1861-05,China,12.404000000000002
1861-05,United States,13.165
1861-06,China,17.579
1861-06,United States,19.429
1861-07,China,19.694000000000003
1861-07,United States,21.232
1861-08,China,18.638
1861-08,United States,19.954
1861-09,China,13.232
1861-09,United States,15.71
1861-10,China,6.792000000000001
1861-10,United States,8.788
1861-11,China,-0.105
1861-11,United States,2.684
1861-12,China,-7.614
1861-12,United States,-1.262
1862-01,China,-11.247
1862-01,United States,-4.437
1862-02,China,-6.587000000000001
1862-02,United States,-4.321000000000001
1862-03,China,-0.2459999999999997
1862-03,United States,1.3259999999999998
1862-04,China,6.586
1862-04,United States,6.7620000000000005
1862-05,China,13.364
1862-05,United States,13.759
1862-06,China,17.365
1862-06,United States,18.554
1862-07,China,19.297
1862-07,United States,21.368
1862-08,China,18.367
1862-08,United States,20.505
1862-09,China,13.185
1862-09,United States,15.929
1862-10,China,6.696999999999999
1862-10,United States,8.931000000000003
1862-11,China,-2.424
1862-11,United States,1.883
1862-12,China,-8.98
1862-12,United States,-1.6909999999999998
1863-01,China,-7.265
1863-01,United States,-2.595
1863-02,China,-3.661000000000001
1863-02,United States,-2.232
1863-03,China,1.036
1863-03,United States,2.419
1863-04,China,7.564
1863-04,United States,8.4
1863-05,China,13.049
1863-05,United States,14.146
1863-06,China,17.566
1863-06,United States,18.404
1863-07,China,19.941
1863-07,United States,21.136
1863-08,China,18.234
1863-08,United States,19.922
1863-09,China,13.039
1863-09,United States,15.775
1863-10,China,6.169
1863-10,United States,7.412999999999999
1863-11,China,-1.3730000000000002
1863-11,United States,1.683
1863-12,China,-6.964
1863-12,United States,-3.116
1864-01,China,-8.793999999999999
1864-01,United States,-4.711
1864-02,China,-6.392
1864-02,United States,-0.944
1864-03,China,-0.1269999999999997
1864-03,United States,1.3609999999999998
1864-04,China,7.104
1864-04,United States,7.272
1864-05,China,12.652
1864-05,United States,14.569
1864-06,China,16.934
1864-06,United States,19.062
1864-07,China,19.699
1864-07,United States,21.837
1864-08,China,17.705
1864-08,United States,20.748
1864-09,China,13.1
1864-09,United States,16.122
1864-10,China,7.117999999999999
1864-10,United States,7.545
1864-11,China,-0.643
1864-11,United States,1.575
1864-12,China,-8.738
1864-12,United States,-3.863
1865-01,China,-7.802
1865-01,United States,-4.758
1865-02,China,-6.5680000000000005
1865-02,United States,-2.03
1865-03,China,-0.359
1865-03,United States,1.3059999999999998
1865-04,China,7.56
1865-04,United States,7.276000000000002
1865-05,China,13.52
1865-05,United States,14.495
1865-06,China,17.707
1865-06,United States,19.625
1865-07,China,19.83
1865-07,United States,20.81
1865-08,China,18.59
1865-08,United States,20.363
1865-09,China,14.169
1865-09,United States,17.28
1865-10,China,7.145
1865-10,United States,8.857000000000001
1865-11,China,-1.253
1865-11,United States,3.4960000000000004
1865-12,China,-7.611000000000001
1865-12,United States,-4.772
1866-01,China,-7.890999999999999
1866-01,Indonesia,25.57
1866-01,United States,-4.378
1866-02,China,-5.785
1866-02,Indonesia,24.786
1866-02,United States,-2.927
1866-03,China,-0.1649999999999998
1866-03,Indonesia,25.313
1866-03,United States,1.614
1866-04,China,7.298999999999999
1866-04,Indonesia,25.428
1866-04,United States,8.654
1866-05,China,12.911
1866-05,Indonesia,25.547
1866-05,United States,13.259
1866-06,China,17.014
1866-06,Indonesia,25.291
1866-06,United States,18.236
1866-07,China,20.193
1866-07,Indonesia,25.352
1866-07,United States,21.679
1866-08,China,18.815
1866-08,Indonesia,25.112
1866-08,United States,19.507
1866-09,China,13.284
1866-09,Indonesia,25.263
1866-09,United States,14.729
1866-10,China,6.8020000000000005
1866-10,Indonesia,24.759
1866-10,United States,9.139
1866-11,China,-0.299
1866-11,Indonesia,25.402
1866-11,United States,3.008
1866-12,China,-5.252999999999999
1866-12,Indonesia,25.314
1866-12,United States,-2.508
1867-01,China,-8.443999999999999
1867-01,Indonesia,25.056
1867-01,United States,-4.7940000000000005
1867-02,China,-5.8980000000000015
1867-02,Indonesia,24.994
1867-02,United States,-1.556
1867-03,China,1.2919999999999998
1867-03,Indonesia,25.258000000000003
1867-03,United States,-1.0100000000000002
1867-04,China,8.445
1867-04,Indonesia,25.481
1867-04,United States,7.772
1867-05,China,12.908
1867-05,Indonesia,25.607
1867-05,United States,12.576
1867-06,China,17.372
1867-06,Indonesia,25.384
1867-06,United States,19.347
1867-07,China,20.031
1867-07,Indonesia,25.261
1867-07,United States,21.011
1867-08,China,18.281
1867-08,Indonesia,25.012
1867-08,United States,20.424
1867-09,China,13.720999999999998
1867-09,Indonesia,25.235
1867-09,United States,16.492
1867-10,China,7.351
1867-10,Indonesia,25.301
1867-10,United States,9.517
1867-11,China,1.099
1867-11,Indonesia,26.004
1867-11,United States,3.54
1867-12,China,-5.048
1867-12,Indonesia,25.22
1867-12,United States,-1.211
1868-01,China,-8.197999999999999
1868-01,Indonesia,24.806
1868-01,United States,-6.279
1868-02,China,-5.6800000000000015
1868-02,Indonesia,24.776
1868-02,United States,-2.536
1868-03,China,0.01
1868-03,Indonesia,25.178
1868-03,United States,3.702
1868-04,China,8.35
1868-04,Indonesia,25.528
1868-04,United States,7.401000000000002
1868-05,China,13.109000000000002
1868-05,Indonesia,25.808000000000003
1868-05,United States,13.762
1868-06,China,17.187
1868-06,Indonesia,25.663
1868-06,United States,18.911
1868-07,China,20.124
1868-07,Indonesia,25.396
1868-07,United States,22.242
1868-08,China,18.423
1868-08,Indonesia,25.312
1868-08,United States,19.646
1868-09,China,13.857
1868-09,Indonesia,25.299
1868-09,United States,14.564
1868-10,China,7.665999999999999
1868-10,Indonesia,25.725
1868-10,United States,8.801
1868-11,China,-1.117
1868-11,Indonesia,25.206
1868-11,United States,1.7040000000000002
1868-12,China,-6.744999999999999
1868-12,Indonesia,25.25500000000001
1868-12,United States,-3.429
1869-01,China,-8.37
1869-01,Indonesia,25.118
1869-01,United States,-2.7310000000000003
1869-02,China,-3.973
1869-02,Indonesia,25.95
1869-02,United States,-1.941
1869-03,China,0.351
1869-03,Indonesia,25.475
1869-03,United States,1.265
1869-04,China,7.372000000000001
1869-04,Indonesia,25.395
1869-04,United States,7.326
1869-05,China,13.687
1869-05,Indonesia,25.759
1869-05,United States,13.682
1869-06,China,17.291999999999998
1869-06,Indonesia,25.509
1869-06,United States,18.377
1869-07,China,19.913
1869-07,Indonesia,25.271
1869-07,United States,21.268
1869-08,China,18.552
1869-08,Indonesia,25.162
1869-08,United States,20.645
1869-09,China,14.436
1869-09,Indonesia,25.413
1869-09,United States,15.604
1869-10,China,7.542999999999998
1869-10,Indonesia,25.282
1869-10,United States,7.075
1869-11,China,-0.901
1869-11,Indonesia,25.212
1869-11,United States,2.111
1869-12,China,-8.312000000000001
1869-12,Indonesia,24.516
1869-12,United States,-2.946
1870-01,China,-9.641
1870-01,Indonesia,24.862
1870-01,United States,-3.0850000000000004
1870-02,China,-6.546
1870-02,Indonesia,24.605
1870-02,United States,-1.1760000000000002
1870-03,China,0.5840000000000002
1870-03,Indonesia,25.193
1870-03,United States,0.74
1870-04,China,7.965000000000002
1870-04,Indonesia,25.358
1870-04,United States,8.493
1870-05,China,13.918
1870-05,Indonesia,25.686
1870-05,United States,14.711
1870-06,China,17.634999999999994
1870-06,Indonesia,25.509
1870-06,United States,19.418
1870-07,China,20.095
1870-07,Indonesia,25.25
1870-07,United States,22.188
1870-08,China,18.414
1870-08,Indonesia,24.675
1870-08,United States,19.771
1870-09,China,14.401
1870-09,Indonesia,25.02
1870-09,United States,16.215
1870-10,China,7.148
1870-10,Indonesia,24.984
1870-10,United States,9.304
1870-11,China,-1.579
1870-11,Indonesia,25.071
1870-11,United States,3.3200000000000003
1870-12,China,-8.486
1870-12,Indonesia,24.269
1870-12,United States,-3.945
1871-01,China,-9.293
1871-01,Indonesia,24.464
1871-01,United States,-3.1930000000000005
1871-02,China,-5.987
1871-02,Indonesia,24.606
1871-02,United States,-1.4269999999999998
1871-03,China,1.072
1871-03,Indonesia,25.121
1871-03,United States,2.889
1871-04,China,7.984
1871-04,Indonesia,25.606
1871-04,United States,8.361
1871-05,China,13.136
1871-05,Indonesia,25.47
1871-05,United States,14.448
1871-06,China,17.713
1871-06,Indonesia,25.159
1871-06,United States,19.791
1871-07,China,20.027
1871-07,Indonesia,24.852
1871-07,United States,21.367
1871-08,China,18.952
1871-08,Indonesia,25.146
1871-08,United States,20.67
1871-09,China,14.271
1871-09,Indonesia,25.057
1871-09,United States,15.505999999999998
1871-10,China,7.6309999999999985
1871-10,Indonesia,25.08
1871-10,United States,9.436
1871-11,China,-1.247
1871-11,Indonesia,24.771
1871-11,United States,0.444
1871-12,China,-7.8
1871-12,Indonesia,24.675
1871-12,United States,-3.811
1872-01,China,-10.036
1872-01,Indonesia,24.457
1872-01,United States,-4.727
1872-02,China,-6.835000000000001
1872-02,Indonesia,24.56900000000001
1872-02,United States,-1.918
1872-03,China,0.794
1872-03,Indonesia,25.246
1872-03,United States,1.03
1872-04,China,7.372999999999999
1872-04,Indonesia,25.611
1872-04,United States,7.558000000000002
1872-05,China,13.543
1872-05,Indonesia,25.936
1872-05,United States,14.253
1872-06,China,17.517
1872-06,Indonesia,25.486
1872-06,United States,19.09
1872-07,China,19.949
1872-07,Indonesia,25.122
1872-07,United States,21.065
1872-08,China,18.516
1872-08,Indonesia,25.126
1872-08,United States,20.442
1872-09,China,14.162
1872-09,Indonesia,25.479
1872-09,United States,15.574000000000002
1872-10,China,7.071000000000001
1872-10,Indonesia,25.489
1872-10,United States,8.901
1872-11,China,-0.615
1872-11,Indonesia,25.106
1872-11,United States,-0.3080000000000003
1872-12,China,-6.002999999999999
1872-12,Indonesia,24.632
1872-12,United States,-4.9510000000000005
1873-01,China,-9.928
1873-01,Indonesia,25.085
1873-01,United States,-5.1770000000000005
1873-02,China,-4.767
1873-02,Indonesia,25.272
1873-02,United States,-2.979
1873-03,China,0.4280000000000001
1873-03,Indonesia,25.256
1873-03,United States,2.016
1873-04,China,8.079
1873-04,Indonesia,25.135
1873-04,United States,6.508000000000001
1873-05,China,13.334
1873-05,Indonesia,25.746
1873-05,United States,13.091
1873-06,China,17.625
1873-06,Indonesia,25.683000000000003
1873-06,United States,19.304
1873-07,China,20.077
1873-07,Indonesia,25.249
1873-07,United States,21.429
1873-08,China,18.263
1873-08,Indonesia,25.239
1873-08,United States,20.443
1873-09,China,14.162
1873-09,Indonesia,25.243
1873-09,United States,15.390999999999998
1873-10,China,7.340999999999998
1873-10,Indonesia,25.356
1873-10,United States,7.741
1873-11,China,0.166
1873-11,Indonesia,25.545
1873-11,United States,2.115
1873-12,China,-5.722
1873-12,Indonesia,25.303
1873-12,United States,-3.125
1874-01,China,-9.145
1874-01,Indonesia,25.286
1874-01,United States,-3.2920000000000003
1874-02,China,-5.0790000000000015
1874-02,Indonesia,25.48
1874-02,United States,-2.593
1874-03,China,0.0970000000000002
1874-03,Indonesia,25.302
1874-03,United States,1.5499999999999998
1874-04,China,8.787
1874-04,Indonesia,25.616
1874-04,United States,6.25
1874-05,China,13.295
1874-05,Indonesia,25.988000000000003
1874-05,United States,15.054
1874-06,China,18.275
1874-06,Indonesia,25.398000000000003
1874-06,United States,19.671
1874-07,China,19.711
1874-07,Indonesia,24.817
1874-07,United States,22.079
1874-08,China,18.838
1874-08,Indonesia,25.027
1874-08,United States,21.06
1874-09,China,14.78
1874-09,Indonesia,25.183000000000003
1874-09,United States,15.986
1874-10,China,7.473999999999998
1874-10,Indonesia,25.271
1874-10,United States,9.605
1874-11,China,-0.5870000000000001
1874-11,Indonesia,25.083
1874-11,United States,1.937
1874-12,China,-6.704
1874-12,Indonesia,24.917
1874-12,United States,-2.091
1875-01,China,-9.015
1875-01,Indonesia,24.452
1875-01,United States,-7.57
1875-02,China,-5.186000000000001
1875-02,Indonesia,24.827
1875-02,United States,-4.215999999999998
1875-03,China,1.99
1875-03,Indonesia,24.798
1875-03,United States,0.466
1875-04,China,7.669
1875-04,Indonesia,25.091
1875-04,United States,6.622000000000001
1875-05,China,13.585
1875-05,Indonesia,25.217
1875-05,United States,14.171
1875-06,China,18.167
1875-06,Indonesia,25.224
1875-06,United States,18.848
1875-07,China,19.962
1875-07,Indonesia,24.989
1875-07,United States,21.284
1875-08,China,18.688
1875-08,Indonesia,24.934
1875-08,United States,19.652
1875-09,China,13.831
1875-09,Indonesia,25.184
1875-09,United States,15.357
1875-10,China,6.766
1875-10,Indonesia,25.047
1875-10,United States,9.277
1875-11,China,-1.415
1875-11,Indonesia,24.647
1875-11,United States,1.04
1875-12,China,-6.981999999999998
1875-12,Indonesia,24.467
1875-12,United States,-0.7349999999999999
1876-01,China,-9.259
1876-01,Indonesia,24.72
1876-01,United States,-2.7440000000000007
1876-02,China,-5.356000000000001
1876-02,Indonesia,24.999
1876-02,United States,-1.631
1876-03,China,0.4500000000000001
1876-03,Indonesia,25.247
1876-03,United States,0.0769999999999999
1876-04,China,8.361
1876-04,Indonesia,25.513
1876-04,United States,7.835000000000001
1876-05,China,13.31
1876-05,Indonesia,25.39
1876-05,United States,13.645
1876-06,China,17.846
1876-06,Indonesia,25.249
1876-06,United States,18.837
1876-07,China,19.923
1876-07,Indonesia,25.1
1876-07,United States,21.524
1876-08,China,18.849
1876-08,Indonesia,24.915
1876-08,United States,20.152
1876-09,China,13.651
1876-09,Indonesia,25.126
1876-09,United States,15.397
1876-10,China,7.244
1876-10,Indonesia,25.1
1876-10,United States,8.513
1876-11,China,-1.359
1876-11,Indonesia,24.881
1876-11,United States,1.137
1876-12,China,-7.491
1876-12,Indonesia,24.352
1876-12,United States,-5.553999999999999
1877-01,China,-9.153
1877-01,Indonesia,24.92
1877-01,United States,-4.87
1877-02,China,-6.997000000000001
1877-02,Indonesia,25.096
1877-02,United States,-0.304
1877-03,China,1.12
1877-03,Indonesia,25.572
1877-03,United States,2.376
1877-04,China,7.468999999999999
1877-04,Indonesia,25.486
1877-04,United States,7.495000000000001
1877-05,China,12.68
1877-05,Indonesia,25.787
1877-05,United States,13.429
1877-06,China,17.904
1877-06,Indonesia,25.343000000000004
1877-06,United States,18.373
1877-07,China,19.994
1877-07,Indonesia,25.404
1877-07,United States,21.461
1877-08,China,18.854
1877-08,Indonesia,25.346
1877-08,United States,20.481
1877-09,China,14.362
1877-09,Indonesia,25.518
1877-09,United States,15.97
1877-10,China,6.678999999999999
1877-10,Indonesia,25.772
1877-10,United States,8.736
1877-11,China,-0.575
1877-11,Indonesia,26.289
1877-11,United States,1.821
1877-12,China,-8.158
1877-12,Indonesia,25.264000000000006
1877-12,United States,-0.609
1878-01,China,-10.553
1878-01,Indonesia,25.43
1878-01,United States,-3.3840000000000003
1878-02,China,-5.836
1878-02,Indonesia,26.118
1878-02,United States,-0.5549999999999999
1878-03,China,2.204
1878-03,Indonesia,26.811
1878-03,United States,5.106999999999998
1878-04,China,8.318
1878-04,Indonesia,26.313
1878-04,United States,9.132
1878-05,China,12.759
1878-05,Indonesia,25.853
1878-05,United States,13.288
1878-06,China,17.647000000000002
1878-06,Indonesia,25.912
1878-06,United States,18.674
1878-07,China,20.269
1878-07,Indonesia,25.696
1878-07,United States,22.029
1878-08,China,18.724
1878-08,Indonesia,25.418000000000003
1878-08,United States,21.152
1878-09,China,14.572
1878-09,Indonesia,25.831
1878-09,United States,15.402
1878-10,China,7.13
1878-10,Indonesia,26.061
1878-10,United States,8.618
1878-11,China,-0.52
1878-11,Indonesia,25.905
1878-11,United States,3.23
1878-12,China,-7.741
1878-12,Indonesia,25.158
1878-12,United States,-4.487
1879-01,China,-8.815
1879-01,Indonesia,25.1
1879-01,United States,-4.7410000000000005
1879-02,China,-5.0470000000000015
1879-02,Indonesia,25.3
1879-02,United States,-2.352
1879-03,China,0.5930000000000001
1879-03,Indonesia,25.16
1879-03,United States,4.006
1879-04,China,7.617000000000001
1879-04,Indonesia,25.202
1879-04,United States,8.311
1879-05,China,13.431
1879-05,Indonesia,25.252
1879-05,United States,14.541
1879-06,China,18.084
1879-06,Indonesia,25.25
1879-06,United States,18.569000000000003
1879-07,China,19.905
1879-07,Indonesia,25.14
1879-07,United States,21.696
1879-08,China,18.66
1879-08,Indonesia,24.648000000000003
1879-08,United States,19.854
1879-09,China,14.482
1879-09,Indonesia,25.054
1879-09,United States,15.429
1879-10,China,7.345
1879-10,Indonesia,25.114
1879-10,United States,10.308
1879-11,China,-0.0819999999999999
1879-11,Indonesia,25.203000000000003
1879-11,United States,2.1790000000000003
1879-12,China,-6.164
1879-12,Indonesia,24.943
1879-12,United States,-3.6010000000000004
1880-01,China,-9.346
1880-01,Indonesia,24.496
1880-01,United States,-1.0400000000000005
1880-02,China,-6.167000000000002
1880-02,Indonesia,25.192
1880-02,United States,-2.064
1880-03,China,1.964
1880-03,Indonesia,25.419
1880-03,United States,1.101
1880-04,China,7.782999999999999
1880-04,Indonesia,25.06900000000001
1880-04,United States,7.747999999999999
1880-05,China,13.55
1880-05,Indonesia,25.729
1880-05,United States,14.862
1880-06,China,17.505
1880-06,Indonesia,25.041
1880-06,United States,18.939
1880-07,China,18.916
1880-07,Indonesia,24.923
1880-07,United States,20.85
1880-08,China,18.745
1880-08,Indonesia,25.382
1880-08,United States,19.773
1880-09,China,14.028
1880-09,Indonesia,25.128
1880-09,United States,15.112
1880-10,China,7.294
1880-10,Indonesia,25.324
1880-10,United States,8.209
1880-11,China,-0.296
1880-11,Indonesia,25.418000000000003
1880-11,United States,-1.399
1880-12,China,-7.374
1880-12,Indonesia,24.759
1880-12,United States,-4.767
1881-01,China,-8.158999999999999
1881-01,Indonesia,25.14
1881-01,United States,-6.51
1881-02,China,-5.886
1881-02,Indonesia,25.124
1881-02,United States,-2.688
1881-03,China,-0.0559999999999998
1881-03,Indonesia,25.539
1881-03,United States,1.906
1881-04,China,8.009
1881-04,Indonesia,25.454
1881-04,United States,7.926
1881-05,China,13.217
1881-05,Indonesia,25.9
1881-05,United States,15.011
1881-06,China,17.064
1881-06,Indonesia,25.252
1881-06,United States,19.178
1881-07,China,20.261
1881-07,Indonesia,25.262
1881-07,United States,21.669
1881-08,China,18.616
1881-08,Indonesia,25.213
1881-08,United States,21.06
1881-09,China,14.319
1881-09,Indonesia,25.253
1881-09,United States,16.254
1881-10,China,7.353999999999999
1881-10,Indonesia,25.552000000000003
1881-10,United States,9.491
1881-11,China,-0.622
1881-11,Indonesia,25.419
1881-11,United States,1.372
1881-12,China,-7.882999999999999
1881-12,Indonesia,25.506
1881-12,United States,-0.9469999999999998
1882-01,China,-7.175999999999998
1882-01,Indonesia,25.917
1882-01,United States,-3.498
1882-02,China,-5.8180000000000005
1882-02,Indonesia,25.745
1882-02,United States,-1.097
1882-03,China,1.0610000000000002
1882-03,Indonesia,25.432
1882-03,United States,2.623
1882-04,China,8.388
1882-04,Indonesia,25.564
1882-04,United States,7.622000000000001
1882-05,China,13.159
1882-05,Indonesia,25.492
1882-05,United States,12.545
1882-06,China,17.641
1882-06,Indonesia,24.987
1882-06,United States,18.541
1882-07,China,19.758
1882-07,Indonesia,24.938
1882-07,United States,20.368
1882-08,China,18.358
1882-08,Indonesia,24.967
1882-08,United States,20.066
1882-09,China,14.123
1882-09,Indonesia,25.459
1882-09,United States,15.52
1882-10,China,7.051
1882-10,Indonesia,25.195
1882-10,United States,9.383
1882-11,China,-1.48
1882-11,Indonesia,25.076
1882-11,United States,1.544
1882-12,China,-8.286
1882-12,Indonesia,24.889000000000006
1882-12,United States,-3.178
1883-01,China,-9.172
1883-01,Indonesia,25.249
1883-01,United States,-6.158
1883-02,China,-7.149000000000001
1883-02,Indonesia,24.873
1883-02,United States,-3.898
1883-03,China,0.523
1883-03,Indonesia,25.903
1883-03,United States,2.093
1883-04,China,7.1110000000000015
1883-04,Indonesia,25.453000000000003
1883-04,United States,7.540000000000001
1883-05,China,12.677
1883-05,Indonesia,25.432
1883-05,United States,12.981
1883-06,China,18.091
1883-06,Indonesia,25.692
1883-06,United States,19.05
1883-07,China,19.658
1883-07,Indonesia,25.411
1883-07,United States,20.922
1883-08,China,18.454
1883-08,Indonesia,25.239
1883-08,United States,19.683
1883-09,China,13.165
1883-09,Indonesia,25.294
1883-09,United States,15.497
1883-10,China,7.540999999999999
1883-10,Indonesia,25.239
1883-10,United States,8.266
1883-11,China,-1.904
1883-11,Indonesia,25.125
1883-11,United States,1.734
1883-12,China,-6.672000000000001
1883-12,Indonesia,24.752
1883-12,United States,-2.403
1884-01,China,-7.870999999999999
1884-01,Indonesia,24.577
1884-01,United States,-5.94
1884-02,China,-6.472
1884-02,Indonesia,24.89
1884-02,United States,-3.4760000000000004
1884-03,China,-0.3509999999999997
1884-03,Indonesia,24.856
1884-03,United States,1.916
1884-04,China,7.057
1884-04,Indonesia,25.092
1884-04,United States,7.229000000000001
1884-05,China,12.702
1884-05,Indonesia,25.144
1884-05,United States,13.78
1884-06,China,17.049
1884-06,Indonesia,25.067
1884-06,United States,18.677
1884-07,China,19.502
1884-07,Indonesia,24.595
1884-07,United States,20.645
1884-08,China,17.632
1884-08,Indonesia,24.725
1884-08,United States,19.639
1884-09,China,14.342
1884-09,Indonesia,24.928
1884-09,United States,15.802
1884-10,China,6.329
1884-10,Indonesia,25.172
1884-10,United States,9.469
1884-11,China,-2.227
1884-11,Indonesia,25.199
1884-11,United States,2.307
1884-12,China,-8.033999999999999
1884-12,Indonesia,24.918000000000006
1884-12,United States,-4.552
1885-01,China,-9.413
1885-01,Indonesia,24.962
1885-01,United States,-6.103
1885-02,China,-8.138
1885-02,Indonesia,25.040000000000006
1885-02,United States,-4.119
1885-03,China,0.5329999999999999
1885-03,Indonesia,25.441
1885-03,United States,1.775
1885-04,China,6.997000000000001
1885-04,Indonesia,25.511000000000006
1885-04,United States,8.417
1885-05,China,12.887
1885-05,Indonesia,25.5
1885-05,United States,13.598
1885-06,China,17.518
1885-06,Indonesia,25.095
1885-06,United States,18.295
1885-07,China,19.147
1885-07,Indonesia,24.933000000000003
1885-07,United States,21.241
1885-08,China,18.688
1885-08,Indonesia,25.093000000000004
1885-08,United States,19.644
1885-09,China,13.526
1885-09,Indonesia,25.12
1885-09,United States,15.656
1885-10,China,7.215
1885-10,Indonesia,25.517000000000003
1885-10,United States,8.602
1885-11,China,-1.4380000000000002
1885-11,Indonesia,25.233
1885-11,United States,2.767
1885-12,China,-5.948
1885-12,Indonesia,25.13000000000001
1885-12,United States,-1.872
1886-01,China,-8.854999999999997
1886-01,Indonesia,24.867
1886-01,United States,-7.581
1886-02,China,-7.8980000000000015
1886-02,Indonesia,24.788
1886-02,United States,-2.065
1886-03,China,0.7120000000000001
1886-03,Indonesia,25.227
1886-03,United States,1.17
1886-04,China,7.722
1886-04,Indonesia,25.343000000000004
1886-04,United States,8.099
1886-05,China,13.197
1886-05,Indonesia,25.582
1886-05,United States,14.96
1886-06,China,17.469
1886-06,Indonesia,25.292
1886-06,United States,18.672
1886-07,China,19.539
1886-07,Indonesia,25.275
1886-07,United States,21.862
1886-08,China,18.506
1886-08,Indonesia,25.14
1886-08,United States,20.64
1886-09,China,13.815
1886-09,Indonesia,25.419
1886-09,United States,15.755
1886-10,China,7.138999999999999
1886-10,Indonesia,25.574
1886-10,United States,9.223
1886-11,China,-1.423
1886-11,Indonesia,25.146
1886-11,United States,0.8280000000000001
1886-12,China,-6.545999999999999
1886-12,Indonesia,24.986
1886-12,United States,-3.381
1887-01,China,-11.114999999999998
1887-01,Indonesia,24.415
1887-01,United States,-5.627000000000002
1887-02,China,-6.297999999999999
1887-02,Indonesia,24.679
1887-02,United States,-3.27
1887-03,China,0.3920000000000001
1887-03,Indonesia,24.87
1887-03,United States,2.608
1887-04,China,8.191
1887-04,Indonesia,24.741
1887-04,United States,7.865
1887-05,China,13.09
1887-05,Indonesia,25.193
1887-05,United States,14.755
1887-06,China,16.409000000000002
1887-06,Indonesia,24.586
1887-06,United States,18.888
1887-07,China,20.295
1887-07,Indonesia,24.768
1887-07,United States,21.419
1887-08,China,18.282
1887-08,Indonesia,24.587
1887-08,United States,19.511
1887-09,China,13.972
1887-09,Indonesia,24.957
1887-09,United States,15.661
1887-10,China,7.592
1887-10,Indonesia,25.117
1887-10,United States,8.152999999999999
1887-11,China,0.258
1887-11,Indonesia,24.968000000000004
1887-11,United States,2.029
1887-12,China,-6.702000000000001
1887-12,Indonesia,24.703000000000007
1887-12,United States,-4.269
1888-01,China,-8.571
1888-01,Indonesia,24.241
1888-01,United States,-7.093
1888-02,China,-7.348000000000001
1888-02,Indonesia,24.872
1888-02,United States,-1.344
1888-03,China,1.4409999999999998
1888-03,Indonesia,25.373
1888-03,United States,0.2989999999999999
1888-04,China,7.247999999999999
1888-04,Indonesia,25.491
1888-04,United States,8.676
1888-05,China,13.065
1888-05,Indonesia,25.784
1888-05,United States,12.962
1888-06,China,17.044
1888-06,Indonesia,25.525
1888-06,United States,18.356
1888-07,China,19.909
1888-07,Indonesia,25.205
1888-07,United States,21.189
1888-08,China,18.973
1888-08,Indonesia,25.281
1888-08,United States,19.89
1888-09,China,13.779000000000002
1888-09,Indonesia,25.306
1888-09,United States,15.946
1888-10,China,7.002000000000001
1888-10,Indonesia,25.85
1888-10,United States,8.729000000000001
1888-11,China,-0.504
1888-11,Indonesia,25.659
1888-11,United States,1.912
1888-12,China,-6.001
1888-12,Indonesia,25.289
1888-12,United States,-1.4480000000000002
1889-01,China,-10.173
1889-01,Indonesia,25.624
1889-01,United States,-3.82
1889-02,China,-5.747999999999999
1889-02,Indonesia,25.864
1889-02,United States,-3.2460000000000004
1889-03,China,1.5530000000000002
1889-03,Indonesia,26.01
1889-03,United States,3.852
1889-04,China,7.875
1889-04,Indonesia,26.398000000000003
1889-04,United States,9.301
1889-05,China,12.847
1889-05,Indonesia,26.347
