year_month,Country,AverageTemperature
1889-05,United States,13.795
1889-06,China,18.161
1889-06,Indonesia,25.98
1889-06,United States,18.335
1889-07,China,19.905
1889-07,Indonesia,25.0
1889-07,United States,21.122
1889-08,China,18.73
1889-08,Indonesia,25.322
1889-08,United States,20.037
1889-09,China,13.237
1889-09,Indonesia,25.323
1889-09,United States,14.91
1889-10,China,6.9
1889-10,Indonesia,25.47600000000001
1889-10,United States,8.95
1889-11,China,-0.772
1889-11,Indonesia,25.14
1889-11,United States,1.5619999999999998
1889-12,China,-6.774
1889-12,Indonesia,24.979000000000006
1889-12,United States,0.7789999999999999
1890-01,China,-8.421999999999999
1890-01,Indonesia,25.241
1890-01,United States,-4.113
1890-02,China,-4.538
1890-02,Indonesia,25.071
1890-02,United States,-1.66
1890-03,China,-0.7030000000000001
1890-03,Indonesia,25.257
1890-03,United States,1.269
1890-04,China,7.512
1890-04,Indonesia,25.241
1890-04,United States,8.042
1890-05,China,13.853
1890-05,Indonesia,25.245
1890-05,United States,13.593
1890-06,China,17.194000000000003
1890-06,Indonesia,25.07
1890-06,United States,18.823
1890-07,China,19.638
1890-07,Indonesia,24.766
1890-07,United States,21.513
1890-08,China,18.225
1890-08,Indonesia,24.646
1890-08,United States,19.4
1890-09,China,13.164
1890-09,Indonesia,24.984
1890-09,United States,15.342
1890-10,China,7.183
1890-10,Indonesia,25.048
1890-10,United States,8.636000000000001
1890-11,China,0.283
1890-11,Indonesia,24.94
1890-11,United States,3.319
1890-12,China,-5.817
1890-12,Indonesia,24.888
1890-12,United States,-1.454
1891-01,China,-8.309
1891-01,Indonesia,24.845
1891-01,United States,-2.881
1891-02,China,-6.0390000000000015
1891-02,Indonesia,24.899
1891-02,United States,-2.78
1891-03,China,0.27
1891-03,Indonesia,25.277
1891-03,United States,0.29
1891-04,China,6.766
1891-04,Indonesia,25.292
1891-04,United States,8.32
1891-05,China,13.438
1891-05,Indonesia,25.707
1891-05,United States,13.192
1891-06,China,16.761
1891-06,Indonesia,25.363000000000003
1891-06,United States,18.06
1891-07,China,19.545
1891-07,Indonesia,24.803
1891-07,United States,20.225
1891-08,China,18.861
1891-08,Indonesia,24.591
1891-08,United States,19.923
1891-09,China,14.453
1891-09,Indonesia,25.267
1891-09,United States,16.369
1891-10,China,7.665
1891-10,Indonesia,25.49
1891-10,United States,8.834
1891-11,China,-0.851
1891-11,Indonesia,25.371
1891-11,United States,1.817
1891-12,China,-6.247999999999998
1891-12,Indonesia,25.290000000000006
1891-12,United States,-1.5679999999999998
1892-01,China,-8.484
1892-01,Indonesia,25.044
1892-01,United States,-5.101
1892-02,China,-5.9620000000000015
1892-02,Indonesia,25.288
1892-02,United States,-1.033
1892-03,China,-1.473
1892-03,Indonesia,25.265
1892-03,United States,1.474
1892-04,China,7.936
1892-04,Indonesia,25.086
1892-04,United States,7.081
1892-05,China,13.065
1892-05,Indonesia,25.233
1892-05,United States,12.593
1892-06,China,18.099
1892-06,Indonesia,25.687
1892-06,United States,18.433
1892-07,China,19.532
1892-07,Indonesia,25.258000000000003
1892-07,United States,20.737
1892-08,China,18.255
1892-08,Indonesia,24.802
1892-08,United States,20.024
1892-09,China,13.861
1892-09,Indonesia,25.439
1892-09,United States,16.179000000000002
1892-10,China,7.019
1892-10,Indonesia,25.528
1892-10,United States,9.484
1892-11,China,-1.824
1892-11,Indonesia,24.912
1892-11,United States,1.4269999999999998
1892-12,China,-7.294
1892-12,Indonesia,25.135
1892-12,United States,-3.162
1893-01,China,-10.827
1893-01,Indonesia,24.273000000000003
1893-01,United States,-5.757000000000001
1893-02,China,-8.009
1893-02,Indonesia,24.664
1893-02,United States,-2.849
1893-03,China,1.023
1893-03,Indonesia,25.25
1893-03,United States,1.412
1893-04,China,8.472000000000001
1893-04,Indonesia,25.44400000000001
1893-04,United States,7.742000000000001
1893-05,China,12.929
1893-05,Indonesia,25.467
1893-05,United States,13.375
1893-06,China,17.791
1893-06,Indonesia,25.06
1893-06,United States,18.767
1893-07,China,19.555
1893-07,Indonesia,25.058000000000003
1893-07,United States,21.334
1893-08,China,18.694000000000003
1893-08,Indonesia,24.778
1893-08,United States,19.772
1893-09,China,14.106
1893-09,Indonesia,25.266
1893-09,United States,15.69
1893-10,China,7.073
1893-10,Indonesia,25.175
1893-10,United States,8.731
1893-11,China,-0.64
1893-11,Indonesia,25.428
1893-11,United States,1.445
1893-12,China,-6.867000000000001
1893-12,Indonesia,24.956000000000003
1893-12,United States,-1.61
1894-01,China,-8.959
1894-01,Indonesia,24.479
1894-01,United States,-4.3530000000000015
1894-02,China,-4.674
1894-02,Indonesia,25.087
1894-02,United States,-4.817
1894-03,China,1.0810000000000002
1894-03,Indonesia,25.244
1894-03,United States,3.062
1894-04,China,8.202
1894-04,Indonesia,25.278
1894-04,United States,8.001000000000001
1894-05,China,13.228
1894-05,Indonesia,25.148000000000003
1894-05,United States,13.822
1894-06,China,17.973
1894-06,Indonesia,24.865
1894-06,United States,18.301
1894-07,China,20.06
1894-07,Indonesia,24.76
1894-07,United States,21.031
1894-08,China,18.361
1894-08,Indonesia,24.959
1894-08,United States,20.264
1894-09,China,14.298
1894-09,Indonesia,25.216
1894-09,United States,15.808
1894-10,China,7.407999999999999
1894-10,Indonesia,25.447000000000006
1894-10,United States,9.29
1894-11,China,-0.212
1894-11,Indonesia,25.002
1894-11,United States,2.64
1894-12,China,-7.827000000000001
1894-12,Indonesia,25.056
1894-12,United States,-1.4480000000000002
1895-01,China,-10.142
1895-01,Indonesia,25.012
1895-01,United States,-5.412999999999999
1895-02,China,-6.547999999999999
1895-02,Indonesia,24.851
1895-02,United States,-5.196000000000001
1895-03,China,-0.0949999999999999
1895-03,Indonesia,25.166
1895-03,United States,1.745
1895-04,China,8.812999999999999
1895-04,Indonesia,25.387
1895-04,United States,8.433
1895-05,China,13.067
1895-05,Indonesia,25.606
1895-05,United States,13.669
1895-06,China,17.464000000000002
1895-06,Indonesia,25.407
1895-06,United States,18.158
1895-07,China,19.119
1895-07,Indonesia,24.946
1895-07,United States,20.119
1895-08,China,18.165
1895-08,Indonesia,24.768
1895-08,United States,19.95
1895-09,China,13.992
1895-09,Indonesia,25.468000000000004
1895-09,United States,16.125
1895-10,China,6.606999999999998
1895-10,Indonesia,25.458
1895-10,United States,8.107999999999999
1895-11,China,-0.721
1895-11,Indonesia,25.31
1895-11,United States,1.6880000000000002
1895-12,China,-7.290999999999999
1895-12,Indonesia,25.137
1895-12,United States,-3.218
1896-01,China,-7.814999999999999
1896-01,Indonesia,24.683000000000003
1896-01,United States,-3.884
1896-02,China,-6.232
1896-02,Indonesia,25.122
1896-02,United States,-2.2880000000000003
1896-03,China,-0.343
1896-03,Indonesia,25.317
1896-03,United States,0.971
1896-04,China,7.53
1896-04,Indonesia,25.337
1896-04,United States,8.177
1896-05,China,13.074000000000002
1896-05,Indonesia,25.611
1896-05,United States,14.405
1896-06,China,18.297
1896-06,Indonesia,25.168000000000003
1896-06,United States,19.081
1896-07,China,20.023
1896-07,Indonesia,24.875
1896-07,United States,21.129
1896-08,China,18.685
1896-08,Indonesia,25.159
1896-08,United States,20.261
1896-09,China,13.86
1896-09,Indonesia,25.338
1896-09,United States,15.377
1896-10,China,6.778
1896-10,Indonesia,25.290000000000006
1896-10,United States,8.75
1896-11,China,0.016
1896-11,Indonesia,25.721
1896-11,United States,1.287
1896-12,China,-7.237999999999999
1896-12,Indonesia,25.399
1896-12,United States,-1.463
1897-01,China,-8.795
1897-01,Indonesia,25.493
1897-01,United States,-4.413
1897-02,China,-6.937
1897-02,Indonesia,25.937
1897-02,United States,-1.787
1897-03,China,-0.4930000000000001
1897-03,Indonesia,25.841
1897-03,United States,0.6639999999999999
1897-04,China,7.646000000000001
1897-04,Indonesia,25.754
1897-04,United States,7.790000000000001
1897-05,China,12.542
1897-05,Indonesia,25.84
1897-05,United States,14.078
1897-06,China,17.738
1897-06,Indonesia,26.071
1897-06,United States,18.58
1897-07,China,19.861
1897-07,Indonesia,25.563
1897-07,United States,20.935
1897-08,China,18.946
1897-08,Indonesia,25.615
1897-08,United States,19.989
1897-09,China,14.27
1897-09,Indonesia,25.445
1897-09,United States,16.422
1897-10,China,8.172
1897-10,Indonesia,25.606
1897-10,United States,9.505
1897-11,China,-0.322
1897-11,Indonesia,25.592
1897-11,United States,2.6260000000000003
1897-12,China,-7.891
1897-12,Indonesia,25.376
1897-12,United States,-2.7110000000000003
1898-01,China,-7.523
1898-01,Indonesia,25.273000000000003
1898-01,United States,-3.4800000000000004
1898-02,China,-5.371
1898-02,Indonesia,25.341
1898-02,United States,-1.571
1898-03,China,-1.1469999999999996
1898-03,Indonesia,25.072
1898-03,United States,3.1060000000000003
1898-04,China,7.874
1898-04,Indonesia,25.432
1898-04,United States,8.038
1898-05,China,13.523
1898-05,Indonesia,25.593000000000004
1898-05,United States,13.262
1898-06,China,18.073
1898-06,Indonesia,25.637
1898-06,United States,18.922
1898-07,China,19.838
1898-07,Indonesia,24.961
1898-07,United States,21.192
1898-08,China,18.817
1898-08,Indonesia,25.273000000000003
1898-08,United States,20.678
1898-09,China,13.783
1898-09,Indonesia,25.249
1898-09,United States,16.250999999999998
1898-10,China,7.797999999999999
1898-10,Indonesia,25.418000000000006
1898-10,United States,8.219000000000001
1898-11,China,-0.236
1898-11,Indonesia,25.282
1898-11,United States,0.7730000000000001
1898-12,China,-6.6770000000000005
1898-12,Indonesia,25.103
1898-12,United States,-4.255
1899-01,China,-8.677999999999999
1899-01,Indonesia,25.165
1899-01,United States,-4.17
1899-02,China,-4.816000000000002
1899-02,Indonesia,25.033
1899-02,United States,-6.011
1899-03,China,1.5
1899-03,Indonesia,24.784
1899-03,United States,0.7459999999999998
1899-04,China,7.5550000000000015
1899-04,Indonesia,25.16
1899-04,United States,7.7360000000000015
1899-05,China,13.875
1899-05,Indonesia,25.687
1899-05,United States,13.464
1899-06,China,17.705
1899-06,Indonesia,24.9
1899-06,United States,18.397
1899-07,China,19.912
1899-07,Indonesia,25.102
1899-07,United States,21.057
1899-08,China,18.583
1899-08,Indonesia,25.084
1899-08,United States,20.204
1899-09,China,14.212
1899-09,Indonesia,25.192
1899-09,United States,15.951
1899-10,China,7.02
1899-10,Indonesia,25.508000000000006
1899-10,United States,9.434
1899-11,China,-0.675
1899-11,Indonesia,25.443
1899-11,United States,4.258
1899-12,China,-6.952000000000001
1899-12,Indonesia,24.905
1899-12,United States,-3.064
1900-01,China,-10.736
1900-01,Indonesia,25.404
1900-01,United States,-2.5730000000000004
1900-02,China,-6.315
1900-02,Indonesia,25.373
1900-02,United States,-2.912
1900-03,China,0.7540000000000001
1900-03,Indonesia,25.842
1900-03,United States,2.636
1900-04,China,7.569000000000001
1900-04,Indonesia,26.225
1900-04,United States,8.091000000000001
1900-05,China,13.47
1900-05,Indonesia,26.369
1900-05,United States,14.317
1900-06,China,17.329
1900-06,Indonesia,25.776
1900-06,United States,19.28
1900-07,China,20.148
1900-07,Indonesia,25.329
1900-07,United States,21.134
1900-08,China,19.413
1900-08,Indonesia,25.613000000000003
1900-08,United States,20.62
1900-09,China,14.807
1900-09,Indonesia,26.056
1900-09,United States,16.242
1900-10,China,7.612999999999999
1900-10,Indonesia,25.781
1900-10,United States,10.536
1900-11,China,0.102
1900-11,Indonesia,25.513
1900-11,United States,2.414
1900-12,China,-6.824
1900-12,Indonesia,25.534
1900-12,United States,-1.5259999999999998
1901-01,China,-8.24
1901-01,Indonesia,25.483
1901-01,United States,-3.4320000000000004
1901-02,China,-7.192
1901-02,Indonesia,25.329
1901-02,United States,-3.827
1901-03,China,1.5950000000000002
1901-03,Indonesia,25.599
1901-03,United States,2.085
1901-04,China,8.439
1901-04,Indonesia,25.983
1901-04,United States,6.877000000000002
1901-05,China,13.284
1901-05,Indonesia,25.893
1901-05,United States,13.623
1901-06,China,17.654
1901-06,Indonesia,25.888
1901-06,United States,18.365
1901-07,China,19.559
1901-07,Indonesia,25.048
1901-07,United States,22.418000000000003
1901-08,China,18.968
1901-08,Indonesia,24.746
1901-08,United States,20.647
1901-09,China,14.865
1901-09,Indonesia,25.245
1901-09,United States,15.375
1901-10,China,7.026
1901-10,Indonesia,25.571
1901-10,United States,10.224
1901-11,China,0.1119999999999999
1901-11,Indonesia,25.105
1901-11,United States,2.507
1901-12,China,-7.619999999999999
1901-12,Indonesia,24.81900000000001
1901-12,United States,-2.923
1902-01,China,-7.2719999999999985
1902-01,Indonesia,24.977
1902-01,United States,-3.927000000000001
1902-02,China,-4.9910000000000005
1902-02,Indonesia,25.085
1902-02,United States,-2.343
1902-03,China,2.281
1902-03,Indonesia,25.191
1902-03,United States,1.898
1902-04,China,7.247999999999999
1902-04,Indonesia,25.48
1902-04,United States,7.758999999999999
1902-05,China,12.630999999999998
1902-05,Indonesia,25.661
1902-05,United States,14.56
1902-06,China,17.503
1902-06,Indonesia,25.541
1902-06,United States,18.638
1902-07,China,19.511
1902-07,Indonesia,25.225
1902-07,United States,20.688
1902-08,China,18.0
1902-08,Indonesia,25.07
1902-08,United States,19.962
1902-09,China,14.386
1902-09,Indonesia,24.942
1902-09,United States,15.182
1902-10,China,7.806
1902-10,Indonesia,25.068
1902-10,United States,9.996
1902-11,China,0.255
1902-11,Indonesia,25.086
1902-11,United States,3.142
1902-12,China,-6.422000000000001
1902-12,Indonesia,25.139000000000006
1902-12,United States,-4.106999999999998
1903-01,China,-8.668999999999999
1903-01,Indonesia,25.665
1903-01,United States,-4.2730000000000015
1903-02,China,-5.785
1903-02,Indonesia,25.465
1903-02,United States,-4.017
1903-03,China,0.5290000000000001
1903-03,Indonesia,25.436
1903-03,United States,3.036
1903-04,China,7.499
1903-04,Indonesia,25.589
1903-04,United States,7.183000000000002
1903-05,China,13.11
1903-05,Indonesia,25.792
1903-05,United States,13.166
1903-06,China,16.948999999999998
1903-06,Indonesia,25.435
1903-06,United States,17.403
1903-07,China,19.662
1903-07,Indonesia,25.323
1903-07,United States,20.549
1903-08,China,18.362
1903-08,Indonesia,25.368
1903-08,United States,19.818
1903-09,China,14.092
1903-09,Indonesia,25.468000000000004
1903-09,United States,15.046
1903-10,China,6.783
1903-10,Indonesia,25.362
1903-10,United States,9.023
1903-11,China,-1.4169999999999998
1903-11,Indonesia,25.332
1903-11,United States,1.69
1903-12,China,-7.02
1903-12,Indonesia,24.841
1903-12,United States,-2.897
1904-01,China,-8.828999999999997
1904-01,Indonesia,24.624
1904-01,United States,-5.517
1904-02,China,-4.15
1904-02,Indonesia,24.971
1904-02,United States,-3.159
1904-03,China,0.3790000000000001
1904-03,Indonesia,25.108
1904-03,United States,2.627
1904-04,China,6.837000000000001
1904-04,Indonesia,24.668000000000003
1904-04,United States,7.364000000000001
1904-05,China,12.96
1904-05,Indonesia,25.386
1904-05,United States,13.767
1904-06,China,18.31
1904-06,Indonesia,24.963
1904-06,United States,17.948999999999995
1904-07,China,19.355
1904-07,Indonesia,25.236
1904-07,United States,20.264
1904-08,China,18.68
1904-08,Indonesia,24.919
1904-08,United States,19.482
1904-09,China,13.843
1904-09,Indonesia,25.12
1904-09,United States,15.938
1904-10,China,6.648
1904-10,Indonesia,25.17
1904-10,United States,9.629
1904-11,China,-0.908
1904-11,Indonesia,25.256
1904-11,United States,2.753
1904-12,China,-6.914999999999999
1904-12,Indonesia,24.931
1904-12,United States,-2.689
1905-01,China,-7.172000000000001
1905-01,Indonesia,25.172
1905-01,United States,-4.7860000000000005
1905-02,China,-8.323
1905-02,Indonesia,25.121
1905-02,United States,-4.43
1905-03,China,-1.501
1905-03,Indonesia,26.118
1905-03,United States,4.707
1905-04,China,5.1110000000000015
1905-04,Indonesia,25.899
1905-04,United States,8.112
1905-05,China,12.627
1905-05,Indonesia,25.937
1905-05,United States,13.254
1905-06,China,17.504
1905-06,Indonesia,26.253
1905-06,United States,18.337
1905-07,China,19.775
1905-07,Indonesia,25.515
1905-07,United States,20.432
1905-08,China,18.276
1905-08,Indonesia,25.406
1905-08,United States,20.473
1905-09,China,13.608
1905-09,Indonesia,25.651
1905-09,United States,16.206
1905-10,China,6.819999999999999
1905-10,Indonesia,25.872
1905-10,United States,8.391
1905-11,China,-0.915
1905-11,Indonesia,25.769
1905-11,United States,3.51
1905-12,China,-6.744
1905-12,Indonesia,25.475
1905-12,United States,-3.378
1906-01,China,-9.235
1906-01,Indonesia,25.585
1906-01,United States,-3.88
1906-02,China,-6.924
1906-02,Indonesia,25.855
1906-02,United States,-1.597
1906-03,China,0.4029999999999999
1906-03,Indonesia,26.108
1906-03,United States,0.7359999999999998
1906-04,China,8.062000000000001
1906-04,Indonesia,25.946
1906-04,United States,8.731
1906-05,China,13.199000000000002
1906-05,Indonesia,26.135
1906-05,United States,13.517
1906-06,China,17.96
1906-06,Indonesia,25.664
1906-06,United States,18.219
1906-07,China,19.817
1906-07,Indonesia,25.395
1906-07,United States,20.545
1906-08,China,18.161
1906-08,Indonesia,25.16
1906-08,United States,20.239
1906-09,China,14.166
1906-09,Indonesia,25.583
1906-09,United States,16.804000000000002
1906-10,China,7.127000000000001
1906-10,Indonesia,25.597
1906-10,United States,9.172
1906-11,China,-1.935
1906-11,Indonesia,25.62
1906-11,United States,2.007
1906-12,China,-6.138999999999999
1906-12,Indonesia,25.200000000000006
1906-12,United States,-1.7719999999999998
1907-01,China,-6.765999999999999
1907-01,Indonesia,25.225
1907-01,United States,-3.011
1907-02,China,-7.227
1907-02,Indonesia,25.074
1907-02,United States,-2.082
1907-03,China,-0.4290000000000001
1907-03,Indonesia,25.118
1907-03,United States,4.136
1907-04,China,7.584
1907-04,Indonesia,25.562
1907-04,United States,6.417000000000002
1907-05,China,13.491
1907-05,Indonesia,25.693
1907-05,United States,11.935
1907-06,China,17.424
1907-06,Indonesia,25.373
1907-06,United States,17.256999999999998
1907-07,China,18.87
1907-07,Indonesia,25.03
1907-07,United States,20.662
1907-08,China,18.913
1907-08,Indonesia,25.011
1907-08,United States,19.741
1907-09,China,14.074000000000002
1907-09,Indonesia,25.079
1907-09,United States,15.73
1907-10,China,7.7269999999999985
1907-10,Indonesia,25.3
1907-10,United States,9.167
1907-11,China,-1.274
1907-11,Indonesia,25.418000000000003
1907-11,United States,2.046
1907-12,China,-6.683
1907-12,Indonesia,25.088
1907-12,United States,-1.2699999999999998
1908-01,China,-8.463999999999999
1908-01,Indonesia,25.434
1908-01,United States,-2.655
1908-02,China,-6.857
1908-02,Indonesia,25.614
1908-02,United States,-1.5519999999999998
1908-03,China,-0.329
1908-03,Indonesia,25.626
1908-03,United States,3.4530000000000003
1908-04,China,7.519
1908-04,Indonesia,25.71
1908-04,United States,8.501000000000001
1908-05,China,13.499
1908-05,Indonesia,25.905
1908-05,United States,13.127
1908-06,China,17.765
1908-06,Indonesia,25.233
1908-06,United States,17.895
1908-07,China,19.65
1908-07,Indonesia,24.705
1908-07,United States,21.004
1908-08,China,19.093
1908-08,Indonesia,25.26
1908-08,United States,19.591
1908-09,China,13.902
1908-09,Indonesia,25.31
1908-09,United States,15.949000000000002
1908-10,China,7.170999999999999
1908-10,Indonesia,25.4
1908-10,United States,8.173
1908-11,China,-1.442
1908-11,Indonesia,25.122
1908-11,United States,3.0780000000000003
1908-12,China,-6.068
1908-12,Indonesia,24.866
1908-12,United States,-1.497
1909-01,China,-9.468
1909-01,Indonesia,25.498
1909-01,United States,-3.627
1909-02,China,-5.428000000000001
1909-02,Indonesia,25.489
1909-02,United States,-1.809
1909-03,China,-0.4859999999999998
1909-03,Indonesia,25.398000000000003
1909-03,United States,1.745
1909-04,China,7.984
1909-04,Indonesia,25.647
1909-04,United States,6.8050000000000015
1909-05,China,13.126
1909-05,Indonesia,25.919
1909-05,United States,12.705
1909-06,China,16.686
1909-06,Indonesia,25.391
1909-06,United States,18.643
1909-07,China,19.727
1909-07,Indonesia,25.462
1909-07,United States,20.885
1909-08,China,19.164
1909-08,Indonesia,25.233
1909-08,United States,20.72
1909-09,China,14.385
1909-09,Indonesia,25.576
1909-09,United States,15.612
1909-10,China,7.090999999999998
1909-10,Indonesia,25.493
1909-10,United States,8.851
1909-11,China,0.593
1909-11,Indonesia,25.143
1909-11,United States,3.799
1909-12,China,-6.799
1909-12,Indonesia,25.014000000000006
1909-12,United States,-5.667000000000001
1910-01,China,-8.619
1910-01,Indonesia,25.422
1910-01,United States,-4.260000000000002
1910-02,China,-6.053999999999999
1910-02,Indonesia,25.104000000000006
1910-02,United States,-4.243
1910-03,China,-0.1509999999999998
1910-03,Indonesia,25.356
1910-03,United States,5.972
1910-04,China,7.246
1910-04,Indonesia,25.236
1910-04,United States,8.618
1910-05,China,13.442
1910-05,Indonesia,25.721
1910-05,United States,13.182
1910-06,China,17.143
1910-06,Indonesia,25.31
1910-06,United States,18.243
1910-07,China,19.804
1910-07,Indonesia,25.679
1910-07,United States,21.38
1910-08,China,18.681
1910-08,Indonesia,25.316
1910-08,United States,19.847
1910-09,China,13.525
1910-09,Indonesia,25.558000000000003
1910-09,United States,16.63
1910-10,China,7.5939999999999985
1910-10,Indonesia,25.771
1910-10,United States,10.201
1910-11,China,-1.281
1910-11,Indonesia,25.232
1910-11,United States,2.56
1910-12,China,-8.472000000000001
1910-12,Indonesia,25.164
1910-12,United States,-3.035
1911-01,China,-8.333
1911-01,Indonesia,25.354
1911-01,United States,-3.006
1911-02,China,-5.718999999999999
1911-02,Indonesia,25.373
1911-02,United States,-1.433
1911-03,China,0.286
1911-03,Indonesia,25.895
1911-03,United States,3.259
1911-04,China,8.155000000000001
1911-04,Indonesia,25.548
1911-04,United States,7.184000000000001
1911-05,China,12.999
1911-05,Indonesia,25.628
1911-05,United States,14.122
1911-06,China,17.243
1911-06,Indonesia,25.36
1911-06,United States,19.57
1911-07,China,19.029
1911-07,Indonesia,25.115
1911-07,United States,20.892
1911-08,China,18.49
1911-08,Indonesia,24.879
1911-08,United States,19.886
1911-09,China,14.483
1911-09,Indonesia,25.23
1911-09,United States,16.869
1911-10,China,7.002000000000001
1911-10,Indonesia,25.279
1911-10,United States,9.583
1911-11,China,-0.294
1911-11,Indonesia,25.398000000000003
1911-11,United States,0.6240000000000001
1911-12,China,-7.776999999999999
1911-12,Indonesia,25.257
1911-12,United States,-2.695
1912-01,China,-8.742999999999999
1912-01,Indonesia,25.468000000000004
1912-01,United States,-5.591
1912-02,China,-3.5490000000000004
1912-02,Indonesia,25.659
1912-02,United States,-2.417
1912-03,China,-0.0619999999999998
1912-03,Indonesia,25.482
1912-03,United States,0.6949999999999998
1912-04,China,7.895
1912-04,Indonesia,26.040000000000006
1912-04,United States,8.249
1912-05,China,13.475
1912-05,Indonesia,26.079
1912-05,United States,14.127
1912-06,China,17.902
1912-06,Indonesia,25.853
1912-06,United States,17.551
1912-07,China,19.426
1912-07,Indonesia,25.271
1912-07,United States,20.578000000000003
1912-08,China,18.226
1912-08,Indonesia,24.861
1912-08,United States,19.307
1912-09,China,12.812
1912-09,Indonesia,25.533
1912-09,United States,15.134
1912-10,China,6.127000000000001
1912-10,Indonesia,25.318
1912-10,United States,9.256
1912-11,China,-2.217
1912-11,Indonesia,25.273000000000003
1912-11,United States,3.192
1912-12,China,-8.379
1912-12,Indonesia,25.151
1912-12,United States,-2.39
1913-01,China,-8.652999999999999
1913-01,Indonesia,25.317
1913-01,United States,-4.323
1913-02,China,-5.215000000000002
1913-02,Indonesia,25.559
1913-02,United States,-2.982
1913-03,China,-0.3939999999999999
1913-03,Indonesia,25.465
1913-03,United States,1.5699999999999998
1913-04,China,6.985
1913-04,Indonesia,25.143
1913-04,United States,8.020000000000001
1913-05,China,12.867
1913-05,Indonesia,25.462
1913-05,United States,13.767
1913-06,China,17.214000000000002
1913-06,Indonesia,25.184
1913-06,United States,18.731
1913-07,China,19.351
1913-07,Indonesia,24.839
1913-07,United States,21.019
1913-08,China,18.64
1913-08,Indonesia,24.989
1913-08,United States,20.744
1913-09,China,13.853
1913-09,Indonesia,25.103
1913-09,United States,15.332
1913-10,China,7.649
1913-10,Indonesia,25.152
1913-10,United States,8.337
1913-11,China,-0.802
1913-11,Indonesia,25.366
1913-11,United States,4.355
1913-12,China,-7.834
1913-12,Indonesia,25.34
1913-12,United States,-1.944
1914-01,China,-6.148999999999999
1914-01,Indonesia,25.456
1914-01,United States,-1.6730000000000005
1914-02,China,-4.1450000000000005
1914-02,Indonesia,25.619
1914-02,United States,-3.253
1914-03,China,1.183
1914-03,Indonesia,25.714
1914-03,United States,2.188
1914-04,China,7.896000000000001
1914-04,Indonesia,25.686
1914-04,United States,8.026
1914-05,China,13.288
1914-05,Indonesia,26.055
1914-05,United States,14.28
1914-06,China,18.377
1914-06,Indonesia,25.335
1914-06,United States,19.133
1914-07,China,20.093
1914-07,Indonesia,24.959
1914-07,United States,21.429
1914-08,China,18.438
1914-08,Indonesia,24.793000000000003
1914-08,United States,20.253
1914-09,China,14.017
1914-09,Indonesia,25.266
1914-09,United States,15.729
1914-10,China,7.101999999999999
1914-10,Indonesia,25.247
1914-10,United States,10.597
1914-11,China,-1.128
1914-11,Indonesia,25.675
1914-11,United States,3.5860000000000003
1914-12,China,-7.146999999999999
1914-12,Indonesia,25.632
1914-12,United States,-3.777
1915-01,China,-9.008
1915-01,Indonesia,25.757
1915-01,United States,-3.958
1915-02,China,-6.402
1915-02,Indonesia,25.99
1915-02,United States,-0.853
1915-03,China,0.1220000000000001
1915-03,Indonesia,26.081
1915-03,United States,1.043
1915-04,China,7.154
1915-04,Indonesia,25.715
1915-04,United States,10.088
1915-05,China,13.398
1915-05,Indonesia,26.355
1915-05,United States,13.148
1915-06,China,17.269000000000002
1915-06,Indonesia,25.865
1915-06,United States,17.743
1915-07,China,19.59
1915-07,Indonesia,25.449
1915-07,United States,20.383
1915-08,China,18.654
1915-08,Indonesia,25.563
1915-08,United States,19.511
1915-09,China,13.782
1915-09,Indonesia,25.52
1915-09,United States,16.037
1915-10,China,7.8279999999999985
1915-10,Indonesia,25.715
1915-10,United States,9.812
1915-11,China,0.353
1915-11,Indonesia,25.533
1915-11,United States,3.315
1915-12,China,-4.827
1915-12,Indonesia,25.136000000000006
1915-12,United States,-2.49
1916-01,China,-7.802999999999999
1916-01,Indonesia,25.294
1916-01,United States,-4.3180000000000005
1916-02,China,-5.724
1916-02,Indonesia,25.487
1916-02,United States,-2.109
1916-03,China,0.1460000000000001
1916-03,Indonesia,25.529
1916-03,United States,2.256
1916-04,China,7.558
1916-04,Indonesia,25.540000000000006
1916-04,United States,7.941000000000002
1916-05,China,13.56
1916-05,Indonesia,25.489
1916-05,United States,13.277
1916-06,China,17.573999999999998
1916-06,Indonesia,25.318
1916-06,United States,17.62
1916-07,China,19.397
1916-07,Indonesia,25.173
1916-07,United States,21.586
1916-08,China,19.106
1916-08,Indonesia,25.326
1916-08,United States,20.17
1916-09,China,14.152
1916-09,Indonesia,25.465
1916-09,United States,15.54
1916-10,China,7.212999999999999
1916-10,Indonesia,25.542
1916-10,United States,9.053
1916-11,China,-0.797
1916-11,Indonesia,25.317
1916-11,United States,1.962
1916-12,China,-8.184
1916-12,Indonesia,24.96
1916-12,United States,-4.817
1917-01,China,-10.042
1917-01,Indonesia,24.934
1917-01,United States,-5.336
1917-02,China,-5.4140000000000015
1917-02,Indonesia,25.19100000000001
1917-02,United States,-2.875
1917-03,China,0.2270000000000001
1917-03,Indonesia,25.49
1917-03,United States,1.592
1917-04,China,7.013
1917-04,Indonesia,25.429
1917-04,United States,6.957000000000002
1917-05,China,13.505999999999998
1917-05,Indonesia,25.476
1917-05,United States,11.348
1917-06,China,17.967
1917-06,Indonesia,25.26
1917-06,United States,17.805999999999997
1917-07,China,19.603
1917-07,Indonesia,25.172
1917-07,United States,21.49
1917-08,China,19.185
1917-08,Indonesia,25.389
1917-08,United States,19.923
1917-09,China,13.858
